word,level,encoded_level
epoch,C2,5
epoxy,C2,5
equable,C2,5
equal,B2,3
equality,B1,2
equally,B1,2
equation,B2,3
equilibrium,C2,5
equip,B2,3
equipment,B1,2
equity,B2,3
equivalent,B1,2
era,B1,2
erect,B2,3
erotic,C2,5
err,C2,5
error,A2,1
erupt,B2,3
eruption,B2,3
escalator,A2,1
escape,B1,2
escort,C2,5
especially,A2,1
essay,A2,1
essayist,B2,3
essence,B1,2
essential,B1,2
essentially,B2,3
establish,A2,1
established,B2,3
establishment,B1,2
estate,B2,3
esteem,C2,5
estimate,B2,3
estimated,B2,3
estimation,C1,4
et,B2,3
etc,B1,2
etch,C2,5
etching,C2,5
eternal,B1,2
eternally,B2,3
eternity,B1,2
ethic,B2,3
ethical,C1,4
ethically,C1,4
ethnic,B2,3
ethos,C2,5
euphemism,C2,5
euphemistic,C2,5
euphemistically,C2,5
euphoria,C2,5
euphoric,C2,5
euphorically,C2,5
euro,A2,1
europe,A1,0
european,A1,0
evacuate,B2,3
evacuation,B2,3
evaluate,B2,3
evaluation,B2,3
eve,B2,3
even,B1,2
even though,B1,2
evening,A1,0
evenly,B1,2
event,A1,0
eventually,B1,2
ever,A2,1
everlasting,B2,3
every,A1,0
every other,C2,5
everybody,A1,0
everyday,A1,0
everyone,A1,0
everything,A1,0
everywhere,A1,0
evidence,A2,1
evident,B1,2
evidently,B2,3
evil,B2,3
evoke,C1,4
evokingly,C2,5
evolution,B2,3
evolve,B2,3
ewe,C1,4
ex,C2,5
exact,C2,5
exactly,A2,1
exactness,B2,3
exaggerate,B2,3
exaggeration,B2,3
exalt,B2,3
exalted,C2,5
exaltedly,C2,5
exam,A2,1
examination,B1,2
examine,B1,2
examinee,B2,3
examiner,B1,2
example,A1,0
excavation,C2,5
exceed,B2,3
excel,B2,3
excellence,B1,2
excellent,A1,0
except,A2,1
exception,B2,3
exceptional,B2,3
exceptionally,B2,3
excess,B1,2
excessive,B2,3
exchange,B1,2
exchange rate,B1,2
excited,A1,0
excitedly,B1,2
excitement,B1,2
exciting,A1,0
exclaim,B2,3
exclamation mark,B2,3
exclude,B2,3
exclusion,B2,3
exclusive,B1,2
exclusively,B2,3
excursion,B2,3
excuse,B1,2
excuse me,C2,5
execute,B2,3
execution,B2,3
executive,B2,3
exemption,C1,4
exercise,A2,1
exert,C1,4
exhaust,C1,4
exhausted,B1,2
exhausting,B2,3
exhaustion,B2,3
exhibit,B2,3
exhibition,A2,1
exhibitionist,C2,5
exhilarate,C1,4
exhilarating,C1,4
exhilaration,C1,4
exile,B2,3
exist,A2,1
existence,B1,2
existing,B2,3
exit,B1,2
exodus,C1,4
exorcism,C2,5
exorcist,C2,5
exotic,C1,4
exotically,C1,4
expand,B1,2
expansion,B2,3
expect,A2,1
expectation,B2,3
expected,B2,3
expedite,C1,4
expedition,C1,4
expel,C1,4
expenditure,B2,3
expense,B1,2
expensive,A1,0
experience,B1,2
experienced,B1,2
experiment,B2,3
experimental,B1,2
expert,B2,3
expertise,B2,3
expire,C1,4
explain,A2,1
explanation,A2,1
explanatory,C1,4
explicit,B2,3
explicitly,C1,4
explode,B2,3
exploit,C1,4
exploitation,C1,4
exploration,B1,2
explore,A2,1
explorer,B2,3
explosion,B1,2
explosive,B2,3
explosively,C1,4
export,B2,3
expose,B1,2
exposure,B1,2
express,B1,2
expression,A2,1
expressive,B2,3
expressly,C2,5
expulsion,C2,5
exquisite,B2,3
extant,C2,5
extend,B1,2
extended,B2,3
extension,B2,3
extensive,B2,3
extensively,B1,2
extent,B1,2
exterior,C1,4
external,B2,3
extinct,B1,2
extinction,B1,2
extortion,C1,4
extra,B1,2
extract,B2,3
extraction,C2,5
extracurricular,C2,5
extraordinarily,B2,3
extraordinary,B1,2
extravagance,C1,4
extreme,B1,2
extreme sports,B1,2
extremely,A2,1
exuberance,C1,4
exuberant,C1,4
exuberantly,C1,4
exude,C2,5
exultant,B2,3
eye,A1,0
eyebrow,C1,4
eyelash,B2,3
eyelid,C2,5
eyesight,B1,2
fabled,C2,5
fabric,B2,3
fabricate,C2,5
fabrication,C2,5
fabulate,C2,5
fabulation,C2,5
fabulous,B2,3
fabulously,C1,4
face,A2,1
face to face,B1,2
face-to-face,B1,2
facial,C1,4
facilitate,B2,3
facilitation,C1,4
facilities,B2,3
facility,B1,2
facsimile,C2,5
fact,A2,1
faction,C1,4
factor,B2,3
factory,A1,0
faculty,B2,3
fade,B1,2
fag,B2,3
fail,A2,1
failed,C1,4
failure,B1,2
faint,B2,3
fair,B1,2
fairly,A2,1
fairy,A1,0
fairy tale,C2,5
faith,B2,3
faithful,B1,2
fake,B1,2
fall,B1,2
fall apart,C2,5
fall asleep,C2,5
fall out,C2,5
fall over,C2,5
fallacy,C2,5
fallen,B1,2
false,A1,0
falter,B2,3
fame,B2,3
familiar,A2,1
familiarize,C2,5
familiarise,C2,5
family,A1,0
famous,A1,0
fan,A1,0
fanatic,C1,4
fanatically,C1,4
fanciful,C1,4
fancy,B1,2
fantastic,A2,1
fantastically,B2,3
fantasy,B1,2
far,B2,3
faraway,B1,2
farce,C1,4
farcical,C2,5
fare,A2,1
farewell,B1,2
farm,A1,0
farmer,A1,0
farming,B1,2
farmland,B1,2
fart,C2,5
farther,B1,2
farthest,B1,2
fascinate,B1,2
fascinated,B2,3
fascinating,A2,1
fascination,B2,3
fascism,C2,5
fascist,C2,5
fashion,A2,1
fashionable,B1,2
fast,A1,0
fast food,A2,1
fasten,B1,2
fat,B2,3
fatal,B2,3
fatality,C1,4
fate,B2,3
father,A1,0
father-in-law,B2,3
fatigue,C1,4
fatty,B1,2
fault,A2,1
faulty,B2,3
favor,A2,1
favorable,B2,3
favourably,C1,4
favorably,C1,4
favorite,A1,0
favour,A2,1
favourable,B2,3
favourite,A2,1
fax,B1,2
fear,B2,3
fearsome,B2,3
feast,B1,2
feat,B2,3
feather,A2,1
feature,B2,3
february,A1,0
fed up,B2,3
fed,B1,2
federal,B2,3
federation,B2,3
fee,A2,1
feed,B1,2
feedback,B2,3
feel,A2,1
feeling,A1,0
feign,C2,5
fellow,B2,3
fellowship,C2,5
female,B2,3
feminine,C1,4
fence,A2,1
ferocious,C1,4
ferociously,C1,4
ferocity,C2,5
ferry,B1,2
ferryboat,B2,3
festival,A1,0
festive,B1,2
fetch,B1,2
fete,C2,5
fever,A1,0
feverishly,B1,2
few,B1,2
fiber,B2,3
fibre,B2,3
fiction,A2,1
fictional,B2,3
fiddle,C1,4
fiddler,C1,4
fiddly,C1,4
field,A1,0
fiend,C1,4
fiendish,C1,4
fiendishly,C1,4
fierce,B2,3
fiercely,C1,4
fifteen,A1,0
fifteenth,A2,1
fifth,B1,2
fifty,A1,0
fight,B1,2
fighter,A2,1
fighting,B2,3
figurative,C2,5
figuratively,C2,5
figure,A2,1
file,B2,3
filial,B2,3
fill,A1,0
fill in,A1,0
fill out,B1,2
fill up,C2,5
filling,B1,2
film,B1,2
film-maker,B1,2
filter,B1,2
filthy,C2,5
final,A2,1
finally,A2,1
finance,B2,3
financial,B1,2
financially,B2,3
financing,C1,4
find,A1,0
find out,C2,5
finding,B1,2
fine,B2,3
finely,B2,3
finger,B1,2
fingernail,B2,3
finish,A1,0
finish off,C2,5
finish up,C2,5
finished,C1,4
finland,B2,3
finnish,C2,5
fire,B2,3
fire brigade,B2,3
fire engine,C2,5
fire station,B1,2
firearm,B2,3
firefighter,B1,2
fireplace,B2,3
firewall,C1,4
firework,B1,2
firm,C1,4
firmly,B1,2
firmness,B2,3
first,A1,0
first floor,B1,2
first lady,B1,2
first language,B2,3
first name,A2,1
first person,B2,3
first-class,A2,1
first-floor,B1,2
firstly,B2,3
fiscal,B2,3
fish,B1,2
fisherman,A2,1
fishing,A1,0
fissure,C1,4
fist,B2,3
fit,C1,4
fit in,C2,5
fitness,B1,2
fitting,C1,4
fittings,B2,3
five,A1,0
fiver,B2,3
fix,B1,2
fixed,B2,3
fixture,C1,4
flag,A1,0
flagging,C2,5
flame,B2,3
flap,B2,3
flash,B2,3
flashback,C1,4
flask,C1,4
flat,B2,3
flatout,C2,5
flatter,C1,4
flattery,C1,4
flavor,B1,2
flavour,B1,2
flaw,B2,3
flawless,B2,3
flax,B2,3
flea,A2,1
flee,B2,3
fleet,B2,3
flesh,B2,3
flexibility,B2,3
flexible,B2,3
flexibly,B2,3
flick,C1,4
flicker,C1,4
flight,A2,1
flightiness,C2,5
flighty,C2,5
flip,B2,3
flit,C2,5
float,B1,2
flock,B1,2
floe,C2,5
flood,B1,2
floodgates,C2,5
floor,A1,0
flour,A2,1
flourish,C1,4
flow,B1,2
flower,A1,0
flu,B1,2
fluctuate,C2,5
fluctuation,C2,5
fluency,B2,3
fluent,B1,2
fluently,B1,2
fluid,B2,3
flunk,B1,2
flute,B1,2
flutter,B2,3
fly,A1,0
focus,B2,3
fog,A2,1
foggy,A1,0
fold,B1,2
folder,A2,1
folk,B1,2
folktale,C1,4
follow,A2,1
follower,B2,3
following,B2,3
folly,B2,3
fond,B1,2
fondly,B2,3
fondness,B1,2
font,C2,5
food,A1,0
fool,B1,2
foolish,B1,2
foolishly,B2,3
foot,B1,2
footage,C2,5
football,A1,0
footballer,A2,1
footnote,B2,3
footpath,C1,4
for,A2,1
for example,A2,1
forbid,A2,1
forbidden,B1,2
force,B2,3
forcefully,B2,3
forecast,B1,2
forefront,C2,5
forehead,B1,2
foreign,A1,0
foreigner,A1,0
foreman,B2,3
forensic,C1,4
foresee,B2,3
forest,A2,1
forestall,C2,5
forestry,B2,3
forever,A2,1
forfeit,C1,4
forfeiture,C2,5
forge,C1,4
forget,A1,0
forgive,B1,2
forgiveness,C2,5
fork,A2,1
forlorn,C2,5
forlornly,C2,5
form,B1,2
formal,B1,2
formality,C1,4
formally,B1,2
format,B1,2
formation,B2,3
former,B1,2
formerly,B2,3
formidable,C2,5
formidably,C2,5
formula,B1,2
formulate,C1,4
formulation,C1,4
fort,C1,4
forth,B1,2
forthcoming,B2,3
fortnight,B1,2
fortress,C2,5
fortunate,B1,2
fortunately,A2,1
fortune,A2,1
forty,A1,0
forum,B2,3
forward,A2,1
forwards,A1,0
fossil,C1,4
foster,C1,4
foul,B2,3
found,B2,3
foundation,B1,2
founder,B2,3
fountain,B1,2
four,A1,0
fourteen,A1,0
fourth,A2,1
fox,B2,3
fraction,C1,4
fractious,C2,5
fragile,C1,4
fragment,B1,2
fragmentation,C1,4
fragrance,B2,3
frame,B2,3
framework,B1,2
france,A1,0
frank,A2,1
frankly,B2,3
frantically,B2,3
fraud,B2,3
freak,B2,3
free,B2,3
freedom,A2,1
freely,B1,2
freeze,A2,1
freezer,B1,2
freezing,B1,2
french,A1,0
frequency,B1,2
frequent,B1,2
frequently,B1,2
fresh,A2,1
freshman,B1,2
friday,A1,0
fridge,A2,1
fried,A2,1
friend,A1,0
friendliness,B1,2
friendly,B2,3
friendship,A2,1
frigate,B2,3
fright,B1,2
frighten,A2,1
frightened,A2,1
frightening,A2,1
fringe,C1,4
frog,A1,0
frolic,C2,5
from,A1,0
front,A2,1
frontier,B2,3
frost,C1,4
frostily,C1,4
frosty,C1,4
frozen,B1,2
frugal,B2,3
fruit,A1,0
fruition,C2,5
frustrated,B1,2
frustrating,C2,5
frustration,B1,2
fry,B1,2
frying pan,B1,2
fuck,C1,4
fucking,C1,4
fuel,B1,2
fulfil,B2,3
fulfill,B2,3
fulfilment,C2,5
full,A1,0
full name,B1,2
full stop,B1,2
full-time,B1,2
fully,A2,1
fume,B2,3
fun,A1,0
function,B1,2
functional,B2,3
functionality,B2,3
fund,B1,2
fundamental,B2,3
funding,B1,2
funeral,B1,2
fungus,C2,5
funk,B2,3
funky,B2,3
funny,A1,0
fur,B1,2
furious,B2,3
furiously,B2,3
furnace,C2,5
furnish,B1,2
furniture,B1,2
furor,B2,3
furore,B2,3
further,B1,2
furthermore,B2,3
furthest,B1,2
fuse,C1,4
fusion,C1,4
fuss,C1,4
future,B1,2
gadget,C1,4
gaiety,B2,3
gain,B1,2
galaxy,B2,3
gale,C2,5
gall,B1,2
gallery,A2,1
gallon,B1,2
gambit,C2,5
gambling,B2,3
game,A1,0
gamely,C1,4
gang,B2,3
gangster,B2,3
gap,B1,2
gape,C1,4
garage,A2,1
garbage,A1,0
garden,A1,0
gardener,B2,3
gardening,B1,2
garlic,A2,1
garment,B1,2
gas,A2,1
gasp,B2,3
gate,A2,1
gateway,B2,3
gather,A2,1
gathering,C1,4
gauche,C2,5
gaudy,B2,3
gay,B1,2
gaze,B2,3
gear,B2,3
gee,B1,2
gem,C1,4
gender,A2,1
gene,B1,2
general,B1,2
generalisation,B2,3
generalization,B2,3
generalise,B2,3
generalize,B2,3
generally,B1,2
generate,B1,2
generation,A2,1
generic,C2,5
generosity,B2,3
generous,B1,2
generously,B2,3
genetic,B1,2
genetically,B1,2
genetics,B1,2
genius,B2,3
genocide,C2,5
genome,C1,4
genomic,C2,5
genomically,C2,5
genre,B2,3
gentle,A2,1
gentleman,B1,2
gently,B2,3
genuine,B2,3
genuinely,B2,3
geographic,B2,3
geographical,B1,2
geography,B1,2
geological,C1,4
geologically,C1,4
geology,B1,2
germ,B2,3
german,A1,0
germany,A1,0
gesture,B1,2
get,A1,0
get back,B1,2
get on,C2,5
get out,A2,1
get over,C2,5
get round to,C2,5
get up to,C2,5
get up,A2,1
getaway,B2,3
ghana,C1,4
ghetto,B2,3
ghost,A1,0
ghostly,C1,4
giant,B1,2
gift,A1,0
gifted,B1,2
gig,C1,4
gigantic,C2,5
giggle,B1,2
ginger,B1,2
giraffe,B1,2
girl,A1,0
girlfriend,A1,0
git,C2,5
give,A1,0
give away,B2,3
give back,A2,1
give birth,C2,5
give in,A2,1
give up,B1,2
giveaway,B2,3
given,A2,1
glacis,B2,3
glad,A1,0
gladly,C2,5
glamourous,B2,3
glamorous,B2,3
glance,B1,2
glare,B2,3
glass,A1,0
glasses,A1,0
glaze,C2,5
gleam,B2,3
glean,C1,4
glee,B2,3
glide,B1,2
glimpse,B1,2
glint,C2,5
glitz,C2,5
glitzy,C2,5
global,B1,2
global warming,B2,3
globally,B2,3
globe,A2,1
glocal,B2,3
gloomy,B2,3
glorify,B2,3
glorious,B1,2
glory,B1,2
glory in,C2,5
glove,A2,1
glow,B2,3
glue,B1,2
glum,C1,4
glumly,C1,4
gnaw,C1,4
go,B1,2
go ahead,C2,5
go away,A2,1
go back,A2,1
go by,A2,1
go down,A2,1
go off,A2,1
go on,B1,2
go out,A2,1
go over,C2,5
go through,C2,5
go up,A2,1
goal,A1,0
goalkeeper,B1,2
goat,B2,3
god,B2,3
goddess,B1,2
godly,B2,3
gold,A2,1
golden,A2,1
golf,A2,1
golfer,B1,2
good,B2,3
good afternoon,A1,0
good evening,B1,2
good morning,A1,0
good night,A1,0
goodbye,A1,0
good-looking,A2,1
goodness,B1,2
goodnight,C2,5
goods,B1,2
goodwill,B2,3
gook,B2,3
goose,C1,4
gorge,B2,3
gorgeous,B1,2
gorilla,B1,2
gospel,C1,4
gossip,B2,3
gourmet,C1,4
gout,C2,5
govern,B1,2
governance,C2,5
government,A2,1
governmental,B2,3
governor,B1,2
gown,B1,2
grab,B1,2
grace,A2,1
graceful,B1,2
gracefulness,B2,3
grade,B2,3
gradual,B2,3
gradually,A2,1
graduate,B1,2
graduation,B1,2
graft,C2,5
grain,B2,3
gram,A1,0
gramme,A2,1
grammar,A1,0
grand,B2,3
grandchild,A2,1
granddad,A2,1
granddaughter,A2,1
grandfather,A1,0
grandma,A1,0
grandmother,A1,0
grandpa,A1,0
grandparent,A1,0
grandparents,C2,5
grandson,A2,1
granny,A2,1
grant,B1,2
grape,A1,0
grapefruit,C1,4
graph,B1,2
graphic,B1,2
graphically,B2,3
graphics,B1,2
grasp,B2,3
grass,A1,0
grateful,A2,1
gratitude,B1,2
grave,B1,2
gravestone,B2,3
graveyard,C2,5
gravitate,C2,5
gravitation,B2,3
gravitational,C2,5
gravitationally,C2,5
gravity,B2,3
gravy,B1,2
gray,A1,0
grey,A1,0
great,A1,0
greatly,A2,1
greatness,B2,3
greece,B1,2
greedy,A2,1
greek,A2,1
green,A2,1
greenhouse,B1,2
greet,A1,0
greeting,B1,2
grid,C1,4
grief,B2,3
grievance,C2,5
grieve,B2,3
grill,B1,2
grilled,A2,1
grim,B2,3
grin,B2,3
grind,C1,4
grip,B2,3
grocery store,A2,1
groom,B1,2
gross,B2,3
ground,C1,4
ground floor,B1,2
grounds,C1,4
group,B1,2
grouping,B1,2
grove,C2,5
grow,A1,0
grow up,A2,1
growing,B2,3
grown-up,B2,3
growth,B1,2
gruelling,C1,4
gruesome,C1,4
gruesomely,C1,4
grumble,C2,5
guarantee,B2,3
guard,B2,3
guardian,C1,4
guerrilla,B2,3
guess,B1,2
guest,A1,0
guidance,B1,2
guide,B1,2
guidebook,A2,1
guideline,B2,3
guidelines,A2,1
guilt,B1,2
guilty,B1,2
guitar,A1,0
guitarist,B1,2
gulf,C2,5
gulp,B2,3
gum,B2,3
gun,A2,1
gunshot,B2,3
gush,C1,4
gushing,C1,4
gushingly,C1,4
gusto,C1,4
guts,B2,3
gutsy,C1,4
guy,B1,2
gym,B2,3
gymnastic,B2,3
gymnastics,C1,4
gypsy,C1,4
habit,A1,0
habitant,B2,3
habitat,B1,2
habitation,C2,5
habitual,C2,5
hack,C1,4
had,A1,0
haggle,C1,4
hail,B2,3
hair,A1,0
haircut,A1,0
hairdresser,B1,2
hairdryer,B1,2
hairy,B2,3
half,B1,2
half-price,A2,1
halfway,C1,4
hall,A1,0
ham,A2,1
hamburger,A1,0
hammer,B2,3
hamper,C2,5
hand,A2,1
hand in,B1,2
hand out,C2,5
hand over,C2,5
handbag,A2,1
handball,B1,2
handbook,C1,4
handful,B2,3
hand-held,B1,2
handicap,B2,3
handicapped,A2,1
handicraft,B2,3
handkerchief,B1,2
handle,B1,2
handling,C1,4
handout,B2,3
handrail,B2,3
handshake,B1,2
handsome,A1,0
handwriting,B1,2
handy,B1,2
hang,B2,3
hang on,A2,1
hanging,C1,4
haphazard,C2,5
haphazardly,C2,5
hapless,C2,5
happen,A1,0
happenstance,C2,5
happily,A2,1
happiness,A2,1
happy,A1,0
harass,C1,4
harassment,C1,4
harbor,C1,4
harbour,C1,4
hard,A1,0
hard drive,B2,3
hardly,A2,1
hardship,B1,2
hardware,B2,3
hard-working,B1,2
hare,C2,5
harm,B2,3
harmful,A2,1
harmless,B2,3
harmony,A2,1
harness,B1,2
harrow,B2,3
harsh,B2,3
harvest,C1,4
has,A1,0
hassle,B2,3
haste,B2,3
hasten,C2,5
hastily,B2,3
hasty,B1,2
hat,A1,0
hatch,B1,2
hatching,B2,3
hate,B1,2
hatred,B1,2
haughtily,C2,5
haughty,C2,5
haul,C1,4
haunt,B2,3
haunting,B2,3
hauntingly,C2,5
have,A1,0
have sex,C2,5
have to,A1,0
haven,C2,5
hay,B2,3
hazard,C2,5
hazardous,B2,3
he,A1,0
head,A2,1
headache,A1,0
header,C1,4
heading,B2,3
headline,B1,2
headmaster,C1,4
headmistress,C2,5
headphone,A2,1
headphones,B2,3
headquarters,B2,3
headstrong,C1,4
headteacher,A2,1
heal,B1,2
healing,B1,2
health,A1,0
health care,B2,3
healthcare,C1,4
healthy,A1,0
heap,B2,3
hear,A1,0
hear from,C2,5
hear of,C2,5
hearing,B1,2
heart,A1,0
heart attack,B1,2
heartbreaking,B2,3
hearted,B1,2
heartwarming,B2,3
heart-warming,B2,3
hearty,B1,2
heat,B1,2
heated,C2,5
heater,B1,2
heating,A2,1
heaven,B1,2
heavenly,B1,2
heavily,A2,1
heavy,A1,0
hebrew,B2,3
hedge,B2,3
hedgehog,C1,4
heel,B1,2
heifer,C1,4
height,B1,2
heighten,C1,4
heir,C1,4
helicopter,B2,3
hell,B2,3
hello,A1,0
helm,C2,5
helmet,B1,2
help,A2,1
help out,C2,5
helper,B2,3
helpful,A2,1
helpless,B1,2
hemp,B2,3
hen,C1,4
hence,C1,4
henceforth,C2,5
her,A1,0
herald,C2,5
herb,B2,3
herd,B1,2
here,A1,0
heritage,B2,3
hermetic,C2,5
hermit,C2,5
hero,A2,1
heroine,C1,4
hers,A1,0
herself,A2,1
hesitate,B1,2
hesitation,B2,3
hey,A2,1
hi,A1,0
hibernate,C1,4
hibernation,C1,4
hidden,B1,2
hide,A1,0
hierarchy,B2,3
high,A2,1
high school,A2,1
highlight,B2,3
highly,B1,2
hi-tech,B2,3
high-tech,B2,3
highway,A2,1
hijack,B2,3
hike,A2,1
hiking,A2,1
hilarious,B2,3
hill,A1,0
him,A1,0
himself,A2,1
hinder,C2,5
hindrance,C2,5
hindsight,C2,5
hint,B2,3
hip,B1,2
hip-hop,A2,1
hiphop,A2,1
hip hop,A2,1
hire,B1,2
his,A1,0
historian,B1,2
historic,B1,2
historical,B1,2
historically,C1,4
history,A1,0
histrionic,C2,5
histrionically,C2,5
hit,B1,2
hitch,C2,5
hitherto,C2,5
hiv,B1,2
hobby,A1,0
hockey,A2,1
hoist,C2,5
hold,A2,1
hold on,A2,1
hold up,B1,2
holder,B2,3
holding,B2,3
hole,A1,0
holiday,A1,0
holland,B1,2
hollow,B2,3
holocaust,B2,3
holy,B1,2
home,A2,1
homeless,B1,2
homely,C1,4
homestead,C2,5
hometown,A1,0
homeward,B2,3
homework,A1,0
homosexual,C1,4
homosexuality,C2,5
hone,B2,3
honest,B1,2
honestly,B1,2
honesty,B1,2
honey,A2,1
honeymoon,B1,2
hong kong,B1,2
honk,C1,4
honor,B2,3
honorable,C1,4
honorary,C2,5
honour,B2,3
honourable,C1,4
hood,B2,3
hoof,C2,5
hook,B2,3
hooray,B2,3
hoover,B2,3
hop,B1,2
hope,B1,2
hopeful,B1,2
hopefully,B1,2
hopeless,B1,2
horizon,B1,2
horizontal,C1,4
hormone,C1,4
horn,B1,2
horrible,B1,2
horrify,B1,2
horror,A2,1
horse,A1,0
hospice,B2,3
hospitable,B2,3
hospital,A1,0
hospitality,B2,3
hospitalize,B2,3
hospitalise,B2,3
host,A2,1
hostage,B2,3
hostel,B1,2
hostess,C1,4
hostile,C1,4
hostility,C1,4
hot,A1,0
hot chocolate,C2,5
hotel,A1,0
hotelier,C2,5
hour,A1,0
hourly,B2,3
house,C1,4
household,B1,2
housekeeper,B2,3
housemaster,B2,3
housewife,B2,3
housework,B1,2
housing,A2,1
hover,C2,5
how,A1,0
how many,C2,5
how much,C2,5
however,A2,1
huddle,C2,5
hug,B2,3
huge,B1,2
hugely,B2,3
hull,C2,5
human,B1,2
human rights,B2,3
humane,B2,3
humanist,B2,3
humanitarian,C2,5
humanity,B1,2
humanize,B2,3
humanise,B2,3
humble,C1,4
humbug,B2,3
humid,B1,2
humiliate,B2,3
humiliating,B2,3
humiliation,B2,3
humor,B1,2
humorous,B1,2
humour,B1,2
hundred,A2,1
hungary,C1,4
hunger,B1,2
hungry,A1,0
hunt,B1,2
hunter,A2,1
hunting,B2,3
hurriedly,B1,2
hurry,A2,1
hurt,B1,2
husband,A1,0
hush,B2,3
hut,B1,2
hybrid,B2,3
hygiene,B2,3
hyperbole,B2,3
hyphen,B2,3
hypnotherapy,C2,5
hypocrisy,C2,5
hypocrite,C1,4
hypocritical,C1,4
hypocritically,C1,4
hypothesis,C2,5
hypothesize,C2,5
hypothetical,C2,5
hysteria,C2,5
hysterical,C2,5
hysterically,C2,5
i,A1,0
ice,A1,0
ice cream,A1,0
ice hockey,B1,2
ice skating,B1,2
iceland,C1,4
iceman,B2,3
icon,B2,3
icy,B2,3
id,A2,1
id card,A2,1
idea,A1,0
ideal,A1,0
ideally,B2,3
identical,B2,3
identification,B2,3
identify,B2,3
identity,B1,2
identity card,B1,2
ideological,B2,3
ideology,B2,3
idiom,B1,2
idiomatic,C2,5
idiomatically,C2,5
idiosyncrasy,C2,5
idiosyncratic,C2,5
idiot,B2,3
idle,C2,5
idol,B1,2
idolize,B2,3
idolise,B2,3
ie,C1,4
if,A1,0
if only,C2,5
ignominious,C2,5
ignominiously,C2,5
ignorance,B2,3
ignorant,B2,3
ignore,B1,2
ill,A2,1
illegal,A2,1
illegally,B1,2
illness,B1,2
illuminate,B1,2
illusion,B2,3
illustrate,B2,3
illustration,B2,3
image,A2,1
imagery,B2,3
imaginary,B1,2
imagination,A2,1
imaginative,C1,4
imagine,A1,0
imaging,C2,5
imbalance,C2,5
imitate,B1,2
imitation,B2,3
immediate,B1,2
immediately,B1,2
immense,C1,4
immensely,C1,4
immerse,B2,3
immigrant,B2,3
immigrate,B1,2
immigration,B1,2
immoral,B2,3
immortal,B2,3
immortality,B2,3
immortalize,C1,4
immune,C1,4
imp,C1,4
impact,A2,1
impair,B1,2
impartial,B2,3
impatient,A2,1
impatiently,B2,3
impeccable,C2,5
impeccably,C2,5
impede,C1,4
impediment,C1,4
imperative,C1,4
imperceptible,C2,5
imperceptibly,C2,5
imperialism,C2,5
impermanent,B2,3
impersonal,C1,4
impersonally,C1,4
impersonate,C1,4
impersonation,C1,4
impersonator,C1,4
impervious,C1,4
impish,C1,4
impishly,C1,4
implement,B2,3
implementation,B2,3
implicate,C1,4
implication,B2,3
imply,B2,3
impolite,B2,3
impolitely,B2,3
import,B2,3
importance,A2,1
important,A1,0
importantly,A2,1
impose,B2,3
imposition,C2,5
impossibility,B2,3
impossible,A2,1
impoverished,C1,4
impractical,B2,3
impresario,C2,5
impress,A2,1
impressed,B2,3
impression,B1,2
impressionism,B2,3
impressionist,B2,3
impressionistic,C2,5
impressionistically,C2,5
impressive,B1,2
imprison,B2,3
imprisonment,B2,3
improbable,B2,3
improper,B1,2
improperly,B2,3
improve,A2,1
improved,B2,3
improvement,B1,2
improvisational,C2,5
impulse,B2,3
impulsive,B2,3
in,A2,1
in addition,C2,5
in advance,B1,2
in charge,C2,5
in detail,C2,5
in fact,A2,1
in front of,A1,0
in love,A2,1
in order to,A2,1
in particular,B1,2
in time,B1,2
in total,C2,5
in turn,B1,2
inability,C1,4
inaccurate,B2,3
inadequate,B2,3
inanimate,B2,3
inappropriate,C1,4
inartistic,C2,5
inaugurate,C2,5
inauguration,C2,5
inborn,B2,3
incapable,C1,4
incense,B2,3
incentive,B2,3
inch,B2,3
inchoate,C2,5
inchoately,C2,5
incidence,B2,3
incident,B1,2
incidentally,C2,5
incipient,C2,5
incise,C2,5
incision,C1,4
incisor,C1,4
inclination,C2,5
include,A2,1
including,B1,2
inclusion,C1,4
inclusive,C1,4
inclusively,C1,4
income,B1,2
incongruity,C2,5
incongruous,C2,5
incongruously,C2,5
inconvenience,C2,5
inconvenient,B1,2
incorporate,B1,2
incorrect,B1,2
increase,B1,2
increasing,B1,2
increasingly,B1,2
incredible,B1,2
incredibly,B1,2
incumbent,C2,5
incur,B2,3
incurable,B2,3
indebted,B2,3
indeed,A2,1
indefinite,C1,4
indefinite article,B1,2
indefinitely,C1,4
indent,B2,3
independence,A2,1
independent,B1,2
independently,B2,3
indescribable,B2,3
index,B2,3
indian,A2,1
indicate,A2,1
indication,B1,2
indicator,B2,3
indifference,C2,5
indifferent,B2,3
indignant,C2,5
indignantly,C2,5
indignity,B2,3
indirect,B1,2
indirectly,B1,2
indiscrete,C2,5
indiscretion,C2,5
indispensable,C1,4
individual,B2,3
individualism,C2,5
individuality,C1,4
individually,C1,4
indolence,C2,5
indolent,C2,5
indolently,C2,5
indoor,A2,1
indoors,B1,2
induce,C2,5
inducement,C2,5
induct,C1,4
induction,C1,4
indulge,C2,5
indulgence,C2,5
indulgent,B2,3
indulgently,C2,5
industrial,B1,2
industrialize,B2,3
industrialise,B2,3
industry,B1,2
ineffective,B2,3
inequality,C1,4
inert,C2,5
inevitable,B1,2
inevitably,B1,2
inexcusable,C1,4
inexcusably,C1,4
inexhaustible,C1,4
inexorability,C2,5
